JobTitle,JobCompanyName,JobLocation,JobPostedDate,PositonID,JobLink,JobDesc,DateScrapedOn,
Software Engineer (Java Developer),Intellibus,Washington  DC,1 day ago,job_0ab10239daa7e58f,https://www.indeed.com/company/Intellibus/jobs/Software-Engineer-0ab10239daa7e58f?fccid=4dae19f539fdd61d&vjs=3,Work with Frontend and Backend Engineers to Build Rich & Complex Enterprise Apps. Develop  Maintain  and Improve Build Frameworks & Toolchains.,2021/08/18 22:24:27
QA Analyst (Junior 1-3 Years Experience),ITGen Systems,San Jose  CA•Remote,Today,job_1c7e6ca91f79ee5d,https://www.indeed.com/company/ITGen-Systems/jobs/QA-Analyst-1c7e6ca91f79ee5d?fccid=d0861e04c3768b9b&vjs=3,Part-time hours: 40 per week. Job Types: Part-time  Contract. Test Automation: 1 year (Preferred).,2021/08/18 22:24:27
.NET Full Stack Developer with Angular 8 & Azure Exp,L&T Infotech,New York  NY•Temporarily Remote,Just posted,job_279bba817b4a7c05,https://www.indeed.com/company/L&T-Infotech/jobs/Net-Full-Stack-Developer-Angular-Azure-Exp-279bba817b4a7c05?fccid=42bfc5a97647daf5&vjs=3,NET Full Stack with Angular 8 & Azure Cloud Exp.*. Hands on experience in Azure Cloud native development using . Experience in working in safe agile.,2021/08/18 22:24:28
Technical Implementation Specialist,G5,Bend  OR 97701•Remote,Today,job_55f510d267d0fa71,https://www.indeed.com/company/G5/jobs/Technical-Implementation-Specialist-55f510d267d0fa71?fccid=baa29d3bdebcafa6&vjs=3,You are a subject matter expert for all Technical aspects of our Implementation systems  platforms  and processes.,2021/08/18 22:24:28
Software QA Specialist Sr,University of Utah,Salt Lake City  UT 84112 (East Bench area),Today,job_bc0b18defee557b6,https://www.indeed.com/rc/clk?jk=bc0b18defee557b6&fccid=6328b27691d3fdc3&vjs=3,The QA Test Engineer plays a crucial role in supporting web-based tools created by the University Faculty Information & Support (UFIS) team  which are utilized…,2021/08/18 22:24:28
Software Developer,BWI Companies  Inc.,Nash  TX,,sj_e6317ef17cb78e6b,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaWVlYSIDl7vP-WedEFVKdwCTWy2hVdXKS93hf-me29xsDGDDMPvoNjE2TcBH4XShpUok1QTPEpGjvA0FGHN5WzE4FDh5HYLunmT1hLLw0aiKSIcGu97X49HdqhMNnWK4EC9FKy7q2VWtlSB9FAu-tMDvThSpMXii15bQzZnty085J0ahhQRow5ZdDjC1RbwYpZwD8m2LGvan4oBKvupPppnDhITblcdl5AS6rhgCoGNMNQqEVooYJUwF2MsHtS2CnNuJZwEMYPze4pxK9479aciWM4EkDWcRpNNhG6AzzfJDU5-zyzBSHY6SfAVgosKyi6cKRux8XaiIfFndbee20TrNLhlcwC6iKbAlFsVo7G6jVPAcVdd8dCWrMnEymGMxlFgrEY6zqSh-sDThEbKYFDzRvmG0m2x0FHfHhZZQT0fRvu25aAPslyLTzAr29HwevcczIBcnSEEaBvcXqhSy0_3M8BPhjxaXTzgCMGZpv8p6T2Xodp30kPVACb0WImi9OcLgafaZ8GuPG6ZtmGFDCwyqO7YJ7iZ83k6SbXNN7FeMRRPtTfTJxRSZEaaMVPTuJp_QrgDe_sdt5HErMG7RdwVUCOK8q3YITc8x7wnF5MDeFJkReU8cMctyzPErIsNJhrcIPP4QPqzZhZQrfSiOclk4n9NPkKForEDlL8xtdA1vF378cIXPd2MHLa5IvdqZzKet_ULDAkH5GxxeafBwgFs_9C80bzCMweqI0k0m9hCjKX35NF-SxzcQ-GDsUDBY=&p=0&fvj=0&vjs=3,The BWI Software Developer is a position responsible for designing  development  testing  and maintenance of computer software in an IBM i Series environment.,2021/08/18 22:24:31
Software Developer,BWI Companies  Inc.,Nash  TX,Today,sj_e6317ef17cb78e6b,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaWVlYSIDl7vP-WedEFVKdwCTWy2hVdXKS93hf-me29xsDGDDMPvoNjE2TcBH4XShpUok1QTPEpGjvA0FGHN5WzE4FDh5HYLunmT1hLLw0aiKSIcGu97X49HdqhMNnWK4EC9FKy7q2VWtlSB9FAu-tMDvThSpMXii15bQzZnty085J0ahhQRow5ZdDjC1RbwYpZwD8m2LGvan4oBKvupPppnDhITblcdl5AS6rhgCoGNMNQqEVooYJUwF2MsHtS2CnNuJZwEMYPze4pxK9479aciWM4EkDWcRpNNhG6AzzfJDU5-zyzBSHY6SfAVgosKyi6cKRux8XaiIfFndbee20TrNLhlcwC6iKbAlFsVo7G6jVPAcVdd8dCWrMnEymGMxlFgrEY6zqSh-sDThEbKYFDzRvmG0m2x0FHfHhZZQT0fRvu25aAPslyLTzAr29HwevcczIBcnSEEaBvcXqhSy0_3M8BPhjxaXTzgCMGZpv8p6T2Xodp30kPVACb0WImi9OcLgafaZ8GuPG6ZtmGFDCwyqO7YJ7iZ83k6SbXNN7FeMRRPtTfTJxRSZEaaMVPTuJp_QrgDe_sdt5HErMG7RdwVUCOK8q3YITc8x7wnF5MDeFJkReU8cMctyzPErIsNJhrcIPP4QPqzZhZQrfSiOclk4n9NPkKForEDlL8xtdA1vF378cIXPd2MHLa5IvdqZzKet_ULDAkH5GxxeafBwgFs_9C80bzCMweqI0k0m9hCjKX35NF-SxzcQ-GDsUDBY=&p=0&fvj=0&vjs=3,The BWI Software Developer is a position responsible for designing  development  testing  and maintenance of computer software in an IBM i Series environment.,2021/08/18 22:25:03
Integrations Specialist (Remote),RainFocus,Lehi  UT•Remote,1 day ago,job_04e2e5138792a26c,https://www.indeed.com/company/RainFocus/jobs/Integration-Specialist-04e2e5138792a26c?fccid=e779d30e697575c6&vjs=3,An integration specialist assists client success account teams and clients in strategic planning  architecture  building  and support of client integrations.,2021/08/18 22:25:04
QA Functional Tester,ProFocus,Oregon•Remote,1 day ago,job_973bb4854c7c1f15,https://www.indeed.com/rc/clk?jk=973bb4854c7c1f15&fccid=0c4cb88efa29d448&vjs=3,ProFocus is searching for a QA Functional Tester with experience testing complex enterprise software solutions for a 6–12 month contract.,2021/08/18 22:25:04
QA Tester,MAD MOBILE  INC.,Tampa  FL 33602 (Downtown area),Just posted,job_5947bee0b019e82d,https://www.indeed.com/rc/clk?jk=5947bee0b019e82d&fccid=78ec9475924dcc7f&vjs=3,Define a test strategy for all new product features/deliverables that blends automated and manual testing as appropriate.,2021/08/18 22:25:04
Senior Specialist  Internet/Web Applications,Prudential,Newark  NJ 07102 (Central Business District area),Today,job_377c5d40465fc0fc,https://www.indeed.com/rc/clk?jk=377c5d40465fc0fc&fccid=4144c0c6235e4037&vjs=3,DUTIES: Collaborate with Product Management  Marketing Teams  UX designers  other technology and architecture teams.,2021/08/18 22:25:04
Entry level software developer,Emonics LLC,Houston  TX,1 day ago,job_25615167ff753bc4,https://www.indeed.com/company/Emonics-LLC/jobs/Entry-Level-Software-Developer-25615167ff753bc4?fccid=5275edd1f3f2b774&vjs=3,Education Required: Bachelors Degree or equivalent work experience. Follows company software development lifecycle to design  code  configure  test  debug  and…,2021/08/18 22:25:04
Automation Tester,Excelacom,Denver  CO,1 day ago,job_a128c1d50f4e27ec,https://www.indeed.com/company/Excelacom/jobs/Automation-Tester-a128c1d50f4e27ec?fccid=a82c0b793b840e79&vjs=3,Knowledge or experience in Postman API automation and postman scripting. Create / Execute Automation Scripts in Selenium  Java  Cypress  Appium  API etc.,2021/08/18 22:25:05
Contractor for Test Automation,iconectiv  LLC.,Remote,Today,job_910c612bd49a9f07,https://www.indeed.com/rc/clk?jk=910c612bd49a9f07&fccid=d32ff687349a515d&vjs=3,Our cloud-based Software as a Service (SaaS) solutions span network and operations management  numbering  trusted communications and fraud prevention.,2021/08/18 22:25:05
Senior Automation Engineer,Logik.io,Chicago  IL 60606 (The Loop area)•Temporarily Remote,1 day ago,job_7e5ff8e1bf80ea94,https://www.indeed.com/company/Logik.io/jobs/Senior-Automation-Engineer-7e5ff8e1bf80ea94?fccid=8396a93af4ed43dd&vjs=3,The role of the Senior Automation Engineer will be the first of its kind and the successful candidate will have the opportunity to come in  own and build out…,2021/08/18 22:25:05
Contract-to-Hire Mobile Developer,LookFar Labs,Remote,Just posted,job_7207cf74510ce02a,https://www.indeed.com/company/LookFar-Labs/jobs/Contract-Hire-Mobile-Developer-7207cf74510ce02a?fccid=cfcd760a68443524&vjs=3,Your eye for detail will help produce clean  professional  usable apps that exist across a wide range of industries. Demo work to the team and to the client.,2021/08/18 22:25:05
Twilio Flex Developer-w2 opportunity,Computer Enterprises Incorporated,Remote,Today,sj_d1dc42e1db0cfc68,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AVVnl_N3xmP3MApcGA3sr6MLnz8P423WWILI1WvbjE8SdShoURqkvzaTBOnx9UttVtkLQ3arRZvKgVZwWEk2gK6N868kFaVUmrpt5KgiX-c_1FcPpjx5MfrTA2nVFUJZWJ4F1igF6XItGPty4B6qnNW2KEmt9Uqy83FGwduounxvRxZoBsDbqTTTKeD18vkD_lqVMwhyVTDhsjwYatpBUv6gaoBYSxNNFcRpKjqI34ndKIwlFkg1m5apeklCElGtUA-9O49E_sOF6qdquQKnZCEqnVzLZpNo9ktDUFzjWMAd4Wcjn8TVgsbl5K47NqSPU89bDUuDTgP6qnZ-6BMyWhKGdqFv1KOsEgXtHbLD285j4z72mYBggfhqW6gFCSP-kQc2eUDI1niyVGyJqo-Q_4Mhix9Iieozr-gf-H9aJvrqSGq5lQ_Vo29sWydPcnOoJ5ifCUwPfFC7BM37C_Zm4ms8pmvcvctMMMzOWhTyVnLDliZ5a0jLmV&p=10&fvj=1&vjs=3,CSS frameworks such as Material (preferred) or Bootstrap. Understanding of SOLID design principles & secure coding practices. Job Types: Full-time  Contract.,2021/08/18 22:25:06
IBM API Connect Developer,Onestopdigital inc,Remote,1 day ago,job_b040d5bfad10457c,https://www.indeed.com/company/Onestopdigital-inc/jobs/IBM-API-Connect-Developer-b040d5bfad10457c?fccid=9b6e72ec84d29391&vjs=3,Role Description: The API Developer need to have at least 4+ years of experience in onboarding  developing and testing APIs. Job Types: Full-time  Contract.,2021/08/18 22:25:06
Senior Java Developer,Intellibus,Reston  VA 20191 (Hattontown area),1 day ago,job_6d83a5d86f5fca8b,https://www.indeed.com/company/Intellibus/jobs/Senior-Java-Developer-6d83a5d86f5fca8b?fccid=4dae19f539fdd61d&vjs=3,Work with Frontend and Backend Engineers to Build Rich & Complex Enterprise Apps. Develop  Maintain  and Improve Build Frameworks & Toolchains.,2021/08/18 22:25:06
Software Engineer - Customer Experience Services,O'Reilly Auto Parts,Springfield  MO•Remote,1 day ago,job_644228974b7073d3,https://www.indeed.com/rc/clk?jk=644228974b7073d3&fccid=02271e0599fbad1c&vjs=3,A Software Engineer - The Customer Experience Services (CXS) Team at O'Reilly Auto Parts develops web services and APIs for the IT commerce platforms to enhance…,2021/08/18 22:25:06
Java Developer (Senior),Intellibus,Herndon  VA,1 day ago,job_1fae4eb04cfcce59,https://www.indeed.com/company/Intellibus/jobs/Java-Developer-1fae4eb04cfcce59?fccid=4dae19f539fdd61d&vjs=3,Work with Frontend and Backend Engineers to Build Rich & Complex Enterprise Apps. Develop  Maintain  and Improve Build Frameworks & Toolchains.,2021/08/18 22:25:06
Sr. Software Developer,DHL eCommerce,Houston  TX•Temporarily Remote,,sj_129e2137a6584aab,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BRKh2YbrJvU3cwyCnunlOggSbwWF3i2satu3Hp4rzdsUyAbW6GHKeaUiqwGawM8LnQhNb3qDwY_8VrN75FjE0oIh6bMfv4Lyq1mFciHvXkzByoVbz3eQBC9XLTF4-fmFf_jojm11kotmm33rIExKhBngECB6NFwxGJQLLUPBGmQtAnv_mzXlGWHYERfR-W6rakzbPA1yWNCWwM-8Nojh1e89DOC44ivDPQSdUK2-hJew247Cv7pH6Wi8QI7jYPzwueipusEuW_0zvOSL3QJx3x4Lmz31UcqmWTYdQYNpKTHQ0bXC7pdqFQU9hR_MtL0bgX1Ll22Xxt9PfHqqn6czJa42ziYR7ZNeCIWc3U71HaWrmEjzdl9ScbQuA1X0Z6DC2M-3EKySPThdWOxWOseWPplSgWuFKMDvkKM88UVSGENl7aO81R4QBJG7tJviJXDjdUKtyiMWwYnkfxFDcU7gT0&p=0&fvj=1&vjs=3,,2021/08/18 22:25:09
Sr Test/QA Analyst - TAMPA FL,Tenex Software Solutions  Inc.,Tampa  FL 33607 (Carver City area),1 day ago,sj_f0e6b484ece5b2b2,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B1NnNbun1_ckaR6r4nMQpmFY2YRu7YThgOXl9EhzqVvkcf9zINR-ScDe9TpF_8dbPOeGJxfn_nP_g28-TM1s7qBg6_cjSxyLZigtKoC5kZobEk8E9kyJSO9G7KiLaQ63VCgb4ItRestufi4n72x3daOUQxg68Ofa3AKAI-rFauN_TZNQrltCBO5Agwb5zTwLcMsCwtiO-hUFIy6lhk57gg-jbaU58EI8rxT8asxmHglLOttDeK-7ujMkrPkFtGsT0uq7K3bgFx4b6KskqgIJ5z1sMiqiw_zPK3NLuNz_mpowahQJD682KCHHvJ2sorJWmqoP2j1Fi4XmbFpWAfFVsNX0u17b5lqSbJpMzJn5BaCYWqN0h16F38dGFLK1tkH62eZKyAfndJv_fw90QzUEMEPJKN6Xot3BlY1EI0e6A2Xb4VurWwVWQ-eOTjUMOMO2q5R6WgdT_G7UdWjbDwSQP59MvSCw_SGpQ=&p=0&fvj=1&vjs=3,Writing and conducting manual AND automated testing on web and mobile applications. Perform front-end and back-end validation with thorough regression testing.,2021/08/18 22:26:14
Software QA Analyst ( ReadyAPI ),ARGO,Memphis  TN,1 day ago,job_fd1187732358ea82,https://www.indeed.com/rc/clk?jk=fd1187732358ea82&fccid=2cde65f06abd3e24&vjs=3,ARGO transforms business processes for financial service providers and healthcare organizations using proven business models and software innovation informed by…,2021/08/18 22:26:14
Quality Assurance Analyst,Kobie,Florida•Remote,1 day ago,job_ceed1757f9f80a4a,https://www.indeed.com/rc/clk?jk=ceed1757f9f80a4a&fccid=3023c4170bc4183b&vjs=3,You are a QA Analyst with 2+ years of software testing experience and will bring your technical skills and industry best practices of manual and automated…,2021/08/18 22:26:14
QA/SDET - Data Warehouse or Data Lake Exp  API Testing  Cucu...,Talent Tigers,Tampa  FL 33637 (Tampa Palms area)•Temporarily Remote,Just posted,job_e09dd380ca061c18,https://www.indeed.com/company/Talent-Tigers/jobs/QA-Sdet-e09dd380ca061c18?fccid=20cda01940a8e695&vjs=3,Data Warehouse/Data Lakes - Candidates onl
